match_id,date,league,home_team,away_team,city,venue,broadcaster,time_slot,viewership_tv_millions,viewership_digital_millions,social_buzz_volume,sentiment_score,brand_recall_score,ad_integration_score,on_screen_time_seconds,sponsor_category,ad_format,sponsor_spend_crores_inr,sponsor_value_est_crores_inr,roi_estimated
IPL2018-05029,30-03-2018,IPL,Gujarat Titans,Punjab Kings,Ahmedabad,Wankhede Stadium,Viacom18 / JioCinema,Prime,6.72,8.02,629127,0.493,95,0.442,980,Consumer Goods,Broadcast L-band,4.8,80.81,15.84
IPL2018-05030,09-04-2018,IPL,Kolkata Knight Riders,Punjab Kings,Kolkata,Rajiv Gandhi Intl. Stadium,Star Sports,Prime,7.25,8.78,801476,0.535,95,0.63,888,Gaming,Jersey front,2.92,94.52,31.37
IPL2018-05031,02-06-2018,IPL,Sunrisers Hyderabad,Gujarat Titans,Jaipur,BRSABV Ekana Stadium,DD Sports,Prime,7.05,8.61,1058816,0.54,95,0.869,4109,E-commerce,Broadcast L-band,5.63,97.96,16.4
IPL2018-05032,26-04-2018,IPL,Punjab Kings,Delhi Capitals,Delhi,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Prime,7.14,8.6,809757,0.532,95,0.801,728,Consumer Goods,LED perimeter,7.54,96.9,11.85
IPL2018-05033,29-04-2018,IPL,Mumbai Indians,Kolkata Knight Riders,Delhi,Narendra Modi Stadium,Viacom18 / JioCinema,Prime,9.56,11.92,1246320,0.494,95,0.727,3618,EdTech,Digital overlay,3.3,153.65,45.56
IPL2018-05034,16-05-2018,IPL,Sunrisers Hyderabad,Delhi Capitals,Chandigarh,Eden Gardens,Viacom18 / JioCinema,Prime,8.76,9.15,1282043,0.468,95,0.751,3922,Consumer Goods,On-ground signage,3.63,119.72,31.98
IPL2018-05035,09-04-2018,IPL,Gujarat Titans,Kolkata Knight Riders,Chennai,Arun Jaitley Stadium,Viacom18 / JioCinema,Afternoon,2.47,2.5,225561,0.402,95,0.553,2925,EdTech,Presenter title,2.83,23,7.13
IPL2018-05036,05-06-2018,IPL,Lucknow Super Giants,Gujarat Titans,Delhi,Narendra Modi Stadium,Viacom18 / JioCinema,Late,4.54,5.68,428691,0.514,95,0.968,3227,Consumer Goods,Broadcast L-band,1.72,59.59,33.65
IPL2018-05037,05-05-2018,IPL,Royal Challengers Bengaluru,Mumbai Indians,Ahmedabad,Sawai Mansingh Stadium,DD Sports,Prime,8.13,8.14,810413,0.488,95,0.998,1388,EdTech,Jersey sleeve,6.82,106.34,14.59
IPL2018-05038,14-04-2018,IPL,Mumbai Indians,Kolkata Knight Riders,Chandigarh,Sawai Mansingh Stadium,DD Sports,Prime,9.36,10.79,1341550,0.342,95,0.498,2411,Consumer Goods,LED perimeter,2.73,135.68,48.7
IPL2018-05039,27-05-2018,IPL,Mumbai Indians,Rajasthan Royals,Kolkata,Sawai Mansingh Stadium,Star Sports,Prime,8.24,8.82,870106,0.594,95,0.446,3740,E-commerce,Jersey sleeve,3.7,105.49,27.51
IPL2018-05040,03-05-2018,IPL,Rajasthan Royals,Royal Challengers Bengaluru,Lucknow,IS Bindra Stadium,DD Sports,Prime,8.65,9.74,1348782,0.57,95,0.504,1674,Fintech,Jersey sleeve,1.4,117.6,83
IPL2018-05041,16-04-2018,IPL,Royal Challengers Bengaluru,Punjab Kings,Delhi,Arun Jaitley Stadium,Viacom18 / JioCinema,Late,4.91,5.61,560328,0.474,95,0.589,1650,Beverages,Broadcast L-band,1.92,55.14,27.72
IPL2018-05042,30-04-2018,IPL,Royal Challengers Bengaluru,Chennai Super Kings,Lucknow,Narendra Modi Stadium,Viacom18 / JioCinema,Late,6.79,8.8,802843,0.592,95,0.827,4162,Auto,On-ground signage,1.08,97.89,89.64
IPL2018-05043,01-04-2018,IPL,Rajasthan Royals,Lucknow Super Giants,Ahmedabad,Arun Jaitley Stadium,Star Sports,Afternoon,2.42,2.84,261897,0.538,95,0.722,1101,Auto,Jersey sleeve,3.57,30.34,7.5
IPL2018-05044,21-05-2018,IPL,Lucknow Super Giants,Mumbai Indians,Lucknow,Narendra Modi Stadium,DD Sports,Prime,7.13,8.16,942467,0.398,95,0.433,2232,Consumer Goods,On-ground signage,2.11,91.41,42.32
IPL2018-05045,23-06-2018,IPL,Lucknow Super Giants,Kolkata Knight Riders,Delhi,Narendra Modi Stadium,Star Sports,Late,4.37,6.67,811364,0.233,95,0.702,1513,Auto,Jersey front,2.62,58.38,21.28
IPL2018-05046,24-03-2018,IPL,Lucknow Super Giants,Sunrisers Hyderabad,Ahmedabad,Wankhede Stadium,Star Sports,Late,5.03,5.85,623431,0.229,95,0.758,2243,Consumer Goods,Presenter title,3.56,61.32,16.22
IPL2018-05047,06-04-2018,IPL,Sunrisers Hyderabad,Punjab Kings,Kolkata,BRSABV Ekana Stadium,Viacom18 / JioCinema,Late,5.7,6.61,614888,0.602,95,0.48,2944,BFSI,Broadcast L-band,1.54,65.69,41.66
IPL2018-05048,04-04-2018,IPL,Mumbai Indians,Lucknow Super Giants,Chandigarh,BRSABV Ekana Stadium,Star Sports,Prime,7.75,8.78,962822,0.448,95,0.452,3452,Beverages,Jersey front,2.52,100.38,38.83
IPL2018-05049,07-05-2018,IPL,Delhi Capitals,Rajasthan Royals,Chandigarh,Rajiv Gandhi Intl. Stadium,DD Sports,Afternoon,2.81,2.83,441469,0.406,95,0.652,4037,Auto,On-ground signage,3.73,28.59,6.66
IPL2018-05050,22-04-2018,IPL,Delhi Capitals,Rajasthan Royals,Lucknow,BRSABV Ekana Stadium,Star Sports,Late,4.47,5.76,574863,0.372,95,0.865,2793,Beverages,Broadcast L-band,3.54,58.22,15.45
IPL2018-05051,08-04-2018,IPL,Rajasthan Royals,Royal Challengers Bengaluru,Chennai,Narendra Modi Stadium,Viacom18 / JioCinema,Late,5.23,6.01,751764,0.459,95,0.499,3436,Telecom,LED perimeter,1.11,59.43,52.54
IPL2018-05052,11-04-2018,IPL,Lucknow Super Giants,Gujarat Titans,Kolkata,M. A. Chidambaram Stadium,Star Sports,Prime,6.46,9.27,866650,0.561,95,0.477,1373,Auto,Digital overlay,4.11,92.34,21.47
IPL2018-05053,07-04-2018,IPL,Mumbai Indians,Kolkata Knight Riders,Chandigarh,Sawai Mansingh Stadium,DD Sports,Prime,9.41,10.81,1351804,0.353,95,0.904,1113,BFSI,Jersey sleeve,1.88,142.19,74.63
IPL2018-05054,03-05-2018,IPL,Mumbai Indians,Lucknow Super Giants,Mumbai,IS Bindra Stadium,Star Sports,Prime,6.42,9.21,1175421,0.462,95,0.554,1062,Fintech,Jersey sleeve,3.65,88.02,23.12
IPL2018-05055,21-04-2018,IPL,Chennai Super Kings,Kolkata Knight Riders,Ahmedabad,IS Bindra Stadium,Viacom18 / JioCinema,Late,4.7,5.04,611578,0.77,95,0.471,2501,Consumer Goods,LED perimeter,3.68,50.86,12.82
IPL2018-05056,10-04-2018,IPL,Delhi Capitals,Sunrisers Hyderabad,Delhi,Wankhede Stadium,Viacom18 / JioCinema,Prime,7.41,7.81,1160673,0.669,95,0.944,3298,Gaming,Jersey front,6.59,96.1,13.58
IPL2018-05057,07-04-2018,IPL,Punjab Kings,Sunrisers Hyderabad,Ahmedabad,Narendra Modi Stadium,DD Sports,Late,4.89,5.87,692547,0.183,95,0.63,866,Fintech,LED perimeter,3.32,56.3,15.96
IPL2018-05058,28-05-2018,IPL,Delhi Capitals,Mumbai Indians,Mumbai,Rajiv Gandhi Intl. Stadium,Star Sports,Late,5.7,5.01,830616,0.233,95,0.651,3953,EdTech,LED perimeter,2.64,60.69,21.99
IPL2018-05059,20-05-2018,IPL,Punjab Kings,Mumbai Indians,Ahmedabad,BRSABV Ekana Stadium,DD Sports,Prime,6.95,7.15,936941,0.668,95,0.981,2946,Consumer Goods,On-ground signage,1.99,86.81,42.62
IPL2018-05060,03-05-2018,IPL,Gujarat Titans,Kolkata Knight Riders,Kolkata,IS Bindra Stadium,DD Sports,Prime,7.51,7.69,999983,0.558,95,0.823,1966,Auto,LED perimeter,3.97,95.08,22.95
IPL2018-05061,16-05-2018,IPL,Kolkata Knight Riders,Rajasthan Royals,Lucknow,Eden Gardens,Viacom18 / JioCinema,Afternoon,2.13,1.61,282067,0.457,95,0.947,2575,Beverages,Jersey front,1.59,27.04,16.01
IPL2018-05062,26-03-2018,IPL,Lucknow Super Giants,Kolkata Knight Riders,Mumbai,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,7,10.37,739278,0.514,95,0.582,3807,EdTech,Digital overlay,2.27,108.02,46.59
IPL2018-05063,30-03-2018,IPL,Lucknow Super Giants,Mumbai Indians,Kolkata,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,6.93,8.37,788537,0.413,95,0.764,2710,BFSI,LED perimeter,0.75,95.96,126.95
IPL2018-05064,28-03-2018,IPL,Punjab Kings,Royal Challengers Bengaluru,Ahmedabad,Sawai Mansingh Stadium,Viacom18 / JioCinema,Prime,7.44,8.89,790929,0.371,95,0.679,2765,BFSI,LED perimeter,1.57,101.18,63.45
IPL2018-05065,17-04-2018,IPL,Royal Challengers Bengaluru,Sunrisers Hyderabad,Delhi,M. A. Chidambaram Stadium,DD Sports,Prime,8.6,8.24,774435,0.539,95,0.999,2181,Fintech,Presenter title,5.29,113.97,20.54
IPL2018-05066,17-05-2018,IPL,Punjab Kings,Gujarat Titans,Kolkata,Eden Gardens,Star Sports,Afternoon,2.39,2.47,346541,0.439,95,0.691,2578,Beverages,Jersey front,2.15,25.76,10.98
IPL2018-05067,08-04-2018,IPL,Delhi Capitals,Punjab Kings,Kolkata,IS Bindra Stadium,Viacom18 / JioCinema,Late,4.75,5.69,482918,0.555,95,0.812,2603,Fintech,Digital overlay,2.81,56.58,19.14
IPL2018-05068,22-05-2018,IPL,Rajasthan Royals,Mumbai Indians,Ahmedabad,Sawai Mansingh Stadium,Viacom18 / JioCinema,Afternoon,1.78,3.39,272388,0.385,95,0.521,2105,EdTech,Jersey sleeve,2.07,24.68,10.92
IPL2018-05069,06-04-2018,IPL,Mumbai Indians,Chennai Super Kings,Chennai,Wankhede Stadium,Viacom18 / JioCinema,Prime,8.93,11.66,1116050,0.536,95,0.484,3441,Gaming,Jersey front,5.55,135.63,23.44
IPL2018-05070,14-04-2018,IPL,Lucknow Super Giants,Sunrisers Hyderabad,Delhi,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,7.55,8.95,1069320,0.488,95,0.459,1560,Auto,Presenter title,2.73,97.37,34.67
IPL2018-05071,08-04-2018,IPL,Punjab Kings,Royal Challengers Bengaluru,Chennai,Arun Jaitley Stadium,Viacom18 / JioCinema,Prime,8.01,7.98,1118860,0.291,95,0.743,1092,Gaming,On-ground signage,3.37,99.6,28.55
IPL2018-05072,12-04-2018,IPL,Royal Challengers Bengaluru,Chennai Super Kings,Chandigarh,BRSABV Ekana Stadium,Star Sports,Prime,10.6,12.08,1453587,0.628,95,0.924,1942,Gaming,LED perimeter,2.23,171.64,75.97
IPL2018-05073,15-04-2018,IPL,Lucknow Super Giants,Gujarat Titans,Chandigarh,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Late,5.24,5.69,758248,0.282,95,0.924,4015,Auto,Digital overlay,8.98,65.43,6.29
IPL2018-05074,22-03-2018,IPL,Gujarat Titans,Rajasthan Royals,Chandigarh,Wankhede Stadium,Viacom18 / JioCinema,Prime,8.21,8.76,933334,0.611,95,0.442,1920,E-commerce,LED perimeter,1.68,102.97,60.29
IPL2018-05075,25-04-2018,IPL,Chennai Super Kings,Punjab Kings,Jaipur,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Prime,7.52,8.34,1238219,0.506,95,0.877,3252,Beverages,Presenter title,2.53,100.21,38.61
IPL2018-05076,14-04-2018,IPL,Mumbai Indians,Royal Challengers Bengaluru,Hyderabad,Rajiv Gandhi Intl. Stadium,DD Sports,Prime,6.99,7.93,688568,0.528,95,0.928,3682,BFSI,On-ground signage,6.71,94.01,13.01
IPL2018-05077,05-06-2018,IPL,Mumbai Indians,Chennai Super Kings,Ahmedabad,BRSABV Ekana Stadium,Viacom18 / JioCinema,Late,5.17,9.01,811381,0.392,95,0.884,2271,Fintech,Jersey sleeve,3.05,83.36,26.33
IPL2018-05078,02-05-2018,IPL,Lucknow Super Giants,Sunrisers Hyderabad,Jaipur,BRSABV Ekana Stadium,Star Sports,Prime,7.78,8.03,1167244,0.407,95,0.415,1141,EdTech,LED perimeter,4.13,90.5,20.91
IPL2018-05079,24-04-2018,IPL,Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Late,5.49,6.04,603177,0.451,95,0.823,4006,Fintech,Presenter title,4.54,65.09,13.34
IPL2018-05080,02-06-2018,IPL,Royal Challengers Bengaluru,Chennai Super Kings,Chandigarh,Rajiv Gandhi Intl. Stadium,DD Sports,Afternoon,3.64,4.18,521592,0.296,95,0.623,4009,Telecom,On-ground signage,4.33,38.45,7.88
IPL2018-05081,28-05-2018,IPL,Lucknow Super Giants,Gujarat Titans,Chandigarh,Narendra Modi Stadium,Viacom18 / JioCinema,Prime,7.74,8.49,889717,0.52,95,0.837,3824,Consumer Goods,Broadcast L-band,5.75,104.75,17.22
IPL2018-05082,07-06-2018,IPL,Punjab Kings,Lucknow Super Giants,Mumbai,IS Bindra Stadium,Star Sports,Prime,7.02,9.25,794050,0.408,95,0.675,2327,Beverages,Jersey front,4.91,98.89,19.14
IPL2018-05083,07-04-2018,IPL,Royal Challengers Bengaluru,Punjab Kings,Mumbai,IS Bindra Stadium,DD Sports,Prime,7.94,9.5,1000700,0.197,95,0.802,3142,E-commerce,Presenter title,1.26,114.46,89.84
IPL2018-05084,28-03-2018,IPL,Lucknow Super Giants,Punjab Kings,Delhi,Wankhede Stadium,DD Sports,Late,4.53,6.03,763574,0.677,95,0.564,1299,Gaming,Broadcast L-band,4.78,53.19,10.13
IPL2018-05085,22-03-2018,IPL,Punjab Kings,Kolkata Knight Riders,Chandigarh,Rajiv Gandhi Intl. Stadium,DD Sports,Afternoon,2.24,2.54,245810,0.483,95,0.488,994,Gaming,Presenter title,2.74,22.81,7.32
IPL2018-05086,15-05-2018,IPL,Mumbai Indians,Royal Challengers Bengaluru,Ahmedabad,BRSABV Ekana Stadium,Star Sports,Prime,7.75,7.61,915524,0.49,95,0.953,2567,EdTech,Broadcast L-band,4.26,99.06,22.25
IPL2018-05087,21-03-2018,IPL,Gujarat Titans,Royal Challengers Bengaluru,Delhi,Arun Jaitley Stadium,Viacom18 / JioCinema,Prime,7.25,8.27,1074740,0.368,95,0.831,1290,Beverages,Digital overlay,1.84,95.53,50.92
IPL2018-05088,22-04-2018,IPL,Punjab Kings,Delhi Capitals,Chennai,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,6.39,6.97,899929,0.491,95,0.966,845,Fintech,Digital overlay,4.87,79.64,15.35
IPL2018-05089,24-03-2018,IPL,Mumbai Indians,Punjab Kings,Kolkata,Narendra Modi Stadium,DD Sports,Prime,6.82,8.57,876339,0.539,95,0.884,3782,EdTech,Digital overlay,2.67,97.29,35.44
IPL2018-05090,21-05-2018,IPL,Lucknow Super Giants,Punjab Kings,Delhi,Sawai Mansingh Stadium,DD Sports,Prime,6.81,7.82,872148,0.276,95,0.537,2945,Consumer Goods,Jersey sleeve,2.62,83.41,30.84
IPL2018-05091,29-04-2018,IPL,Rajasthan Royals,Chennai Super Kings,Lucknow,Sawai Mansingh Stadium,Star Sports,Late,5.23,7.01,902467,0.523,95,0.82,3054,Auto,LED perimeter,5.08,68.18,12.42
IPL2018-05092,21-05-2018,IPL,Punjab Kings,Royal Challengers Bengaluru,Hyderabad,Arun Jaitley Stadium,DD Sports,Late,5.54,5.57,559777,0.324,95,0.736,2735,Beverages,Jersey sleeve,2.51,60.47,23.09
IPL2018-05093,22-04-2018,IPL,Gujarat Titans,Royal Challengers Bengaluru,Mumbai,Wankhede Stadium,DD Sports,Prime,7.03,8.05,1165647,0.297,95,0.566,3105,Auto,Jersey front,3.33,87.97,25.42
IPL2018-05094,31-03-2018,IPL,Gujarat Titans,Royal Challengers Bengaluru,Hyderabad,Rajiv Gandhi Intl. Stadium,Star Sports,Late,5.91,6.17,670898,0.345,95,0.92,2134,BFSI,Jersey front,3.56,72.15,19.27
IPL2018-05095,08-04-2018,IPL,Gujarat Titans,Rajasthan Royals,Mumbai,Wankhede Stadium,Viacom18 / JioCinema,Prime,8.41,9.11,898187,0.703,95,0.868,1193,BFSI,On-ground signage,3.77,113.21,29.03
IPL2018-05096,11-05-2018,IPL,Lucknow Super Giants,Royal Challengers Bengaluru,Ahmedabad,M. A. Chidambaram Stadium,Star Sports,Afternoon,3.17,2.92,261088,0.545,95,0.477,998,Auto,On-ground signage,2.83,30.02,9.61
IPL2018-05097,24-03-2018,IPL,Rajasthan Royals,Royal Challengers Bengaluru,Kolkata,M. A. Chidambaram Stadium,Star Sports,Late,5.12,6.88,584866,0.449,95,0.742,2485,E-commerce,Digital overlay,2.81,65.83,22.43
IPL2018-05098,06-04-2018,IPL,Delhi Capitals,Lucknow Super Giants,Chennai,BRSABV Ekana Stadium,Star Sports,Prime,6.56,8.24,1021996,0.655,95,0.861,774,Fintech,Presenter title,2.59,90.39,33.9
IPL2018-05099,04-04-2018,IPL,Punjab Kings,Mumbai Indians,Hyderabad,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Afternoon,3.28,1.62,300874,0.34,95,0.497,3385,EdTech,Presenter title,5.14,25.5,3.96
IPL2018-05100,15-04-2018,IPL,Gujarat Titans,Delhi Capitals,Kolkata,Wankhede Stadium,DD Sports,Late,4.49,5.39,508112,0.328,95,0.995,2561,EdTech,LED perimeter,3.58,56.25,14.71
IPL2018-05101,03-05-2018,IPL,Kolkata Knight Riders,Lucknow Super Giants,Chennai,IS Bindra Stadium,Star Sports,Late,5.01,4.94,801120,0.341,95,0.763,2174,BFSI,Jersey front,5.38,52.94,8.84
IPL2018-05102,20-05-2018,IPL,Kolkata Knight Riders,Mumbai Indians,Mumbai,IS Bindra Stadium,DD Sports,Prime,9.87,11.96,1579991,0.676,95,0.917,4055,E-commerce,Jersey front,4.84,163.54,32.79
IPL2018-05103,26-03-2018,IPL,Royal Challengers Bengaluru,Gujarat Titans,Hyderabad,IS Bindra Stadium,Viacom18 / JioCinema,Prime,7.65,9.26,895167,0.555,95,0.728,868,E-commerce,Digital overlay,4.64,106.03,21.85
IPL2018-05104,01-04-2018,IPL,Royal Challengers Bengaluru,Sunrisers Hyderabad,Delhi,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Late,5.09,6.56,631160,0.353,95,0.585,2305,Consumer Goods,LED perimeter,2.59,61.44,22.72
IPL2018-05105,27-03-2018,IPL,Kolkata Knight Riders,Punjab Kings,Mumbai,Eden Gardens,Star Sports,Prime,6.56,7.75,693136,0.368,95,0.901,1227,BFSI,LED perimeter,3.46,89.51,24.87
IPL2018-05106,16-04-2018,IPL,Sunrisers Hyderabad,Lucknow Super Giants,Jaipur,Wankhede Stadium,Star Sports,Late,6.06,7.51,871539,0.485,95,0.668,750,E-commerce,Jersey sleeve,1.26,76.45,59.67
IPL2018-05107,28-03-2018,IPL,Punjab Kings,Chennai Super Kings,Chandigarh,IS Bindra Stadium,Star Sports,Prime,7.95,7.77,1051202,0.315,95,0.75,2436,BFSI,Jersey sleeve,1.56,95.55,60.25
IPL2018-05108,25-04-2018,IPL,Rajasthan Royals,Gujarat Titans,Ahmedabad,Wankhede Stadium,Viacom18 / JioCinema,Afternoon,2.43,2.41,284835,0.429,95,0.745,1389,Beverages,Presenter title,0.7,27.96,38.94
IPL2018-05109,25-05-2018,IPL,Royal Challengers Bengaluru,Delhi Capitals,Mumbai,Wankhede Stadium,DD Sports,Prime,7.66,8.01,1063153,0.332,95,0.435,3859,Beverages,Presenter title,2.82,91.13,31.32
IPL2018-05110,22-03-2018,IPL,Gujarat Titans,Delhi Capitals,Chandigarh,Eden Gardens,DD Sports,Prime,6.86,8.05,1167341,0.443,95,0.604,1675,Fintech,On-ground signage,6.31,89.7,13.22
IPL2018-05111,01-04-2018,IPL,Sunrisers Hyderabad,Punjab Kings,Ahmedabad,BRSABV Ekana Stadium,Star Sports,Prime,7.34,8.81,1029003,0.549,95,0.6,3356,Auto,Presenter title,4.57,98.56,20.57
IPL2018-05112,08-06-2018,IPL,Punjab Kings,Delhi Capitals,Jaipur,Arun Jaitley Stadium,Star Sports,Prime,6.87,8.12,980304,0.66,95,0.426,2530,Gaming,LED perimeter,2.34,85.23,35.42
IPL2018-05113,21-04-2018,IPL,Rajasthan Royals,Lucknow Super Giants,Lucknow,Sawai Mansingh Stadium,Viacom18 / JioCinema,Prime,7.94,8.73,905891,0.263,95,0.463,3071,BFSI,LED perimeter,6.56,99.56,14.18
IPL2018-05114,07-04-2018,IPL,Punjab Kings,Kolkata Knight Riders,Ahmedabad,IS Bindra Stadium,Viacom18 / JioCinema,Prime,7.05,7.69,661860,0.523,95,0.743,2714,Beverages,Broadcast L-band,2.95,89.64,29.39
IPL2018-05115,01-08-2018,IPL,Sunrisers Hyderabad,Mumbai Indians,Chandigarh,Rajiv Gandhi Intl. Stadium,Star Sports,Prime,7.38,7.71,1158706,0.532,95,0.593,1271,Gaming,Digital overlay,6.94,88.02,11.68
IPL2018-05116,11-04-2018,IPL,Gujarat Titans,Sunrisers Hyderabad,Jaipur,Narendra Modi Stadium,Star Sports,Prime,7.83,9.48,1213463,0.423,95,0.701,3745,Consumer Goods,Jersey front,1.47,111.44,74.81
IPL2018-05117,01-05-2018,IPL,Gujarat Titans,Royal Challengers Bengaluru,Hyderabad,BRSABV Ekana Stadium,Viacom18 / JioCinema,Afternoon,2.67,2.53,367524,0.38,95,0.69,2559,Telecom,Digital overlay,3.38,27.59,7.16
IPL2018-05118,02-04-2018,IPL,Mumbai Indians,Sunrisers Hyderabad,Delhi,Arun Jaitley Stadium,Viacom18 / JioCinema,Afternoon,2.26,2.28,194270,0.38,95,0.793,974,Gaming,On-ground signage,2,26.72,12.36
IPL2018-05119,30-03-2018,IPL,Royal Challengers Bengaluru,Gujarat Titans,Jaipur,M. A. Chidambaram Stadium,DD Sports,Late,5.27,6.13,802639,0.229,95,0.91,3691,Telecom,On-ground signage,3.12,65.05,19.85
IPL2018-05120,03-05-2018,IPL,Chennai Super Kings,Rajasthan Royals,Kolkata,Arun Jaitley Stadium,DD Sports,Prime,8.06,8.74,1137668,0.544,95,0.536,873,Telecom,Broadcast L-band,1.34,101.3,74.6
IPL2018-05121,13-06-2018,IPL,Sunrisers Hyderabad,Delhi Capitals,Ahmedabad,M. A. Chidambaram Stadium,DD Sports,Prime,8.12,8.82,1084075,0.359,95,0.617,3641,EdTech,LED perimeter,2.35,105.79,44.02
IPL2018-05122,07-04-2018,IPL,Delhi Capitals,Chennai Super Kings,Kolkata,BRSABV Ekana Stadium,Star Sports,Prime,7.3,9.9,1105646,0.251,95,0.734,3497,Fintech,Jersey sleeve,5.27,109.83,19.84
IPL2018-05123,30-03-2018,IPL,Mumbai Indians,Kolkata Knight Riders,Kolkata,BRSABV Ekana Stadium,Viacom18 / JioCinema,Prime,9.13,11.75,1583209,0.49,95,0.845,1881,Beverages,Jersey sleeve,4.35,149.73,33.42
IPL2018-05124,15-05-2018,IPL,Chennai Super Kings,Lucknow Super Giants,Chennai,M. A. Chidambaram Stadium,DD Sports,Prime,7.42,10.07,767161,0.489,95,0.63,612,E-commerce,LED perimeter,4.32,108.52,24.12
IPL2018-05125,07-04-2018,IPL,Royal Challengers Bengaluru,Rajasthan Royals,Jaipur,Eden Gardens,Star Sports,Prime,8.24,9.86,852443,0.553,95,0.559,1679,Fintech,On-ground signage,3.13,114.64,35.63
IPL2018-05126,26-04-2018,IPL,Gujarat Titans,Chennai Super Kings,Lucknow,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Afternoon,2.86,2.59,398918,0.669,95,0.805,2309,BFSI,Jersey front,2.46,30.14,11.25
IPL2018-05127,07-04-2018,IPL,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,Eden Gardens,Star Sports,Prime,7.24,9.26,700676,0.456,95,0.798,1363,EdTech,Digital overlay,2.92,102.66,34.16
IPL2018-05128,10-04-2018,IPL,Sunrisers Hyderabad,Chennai Super Kings,Chandigarh,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Prime,7.62,9.34,1282320,0.415,95,0.854,972,EdTech,Presenter title,4.11,107.57,25.17
IPL2018-05129,01-04-2018,IPL,Kolkata Knight Riders,Gujarat Titans,Chennai,IS Bindra Stadium,Viacom18 / JioCinema,Afternoon,2.37,3.01,246084,0.404,95,0.699,3620,Telecom,Presenter title,4.4,28.28,5.43
IPL2018-05130,04-05-2018,IPL,Sunrisers Hyderabad,Kolkata Knight Riders,Chennai,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Afternoon,2.97,3.69,488149,0.416,95,0.445,3462,Consumer Goods,Broadcast L-band,1.51,32.19,20.32
IPL2018-05131,26-04-2018,IPL,Kolkata Knight Riders,Delhi Capitals,Delhi,BRSABV Ekana Stadium,Star Sports,Late,4.3,6.25,794793,0.362,95,0.753,4114,BFSI,Digital overlay,3.51,57.05,15.25
IPL2018-05132,25-04-2018,IPL,Lucknow Super Giants,Chennai Super Kings,Chandigarh,Arun Jaitley Stadium,DD Sports,Prime,6.93,7.23,892580,0.399,95,0.589,1073,EdTech,Jersey sleeve,4,82.37,19.59
IPL2018-05133,03-04-2018,IPL,Delhi Capitals,Gujarat Titans,Ahmedabad,Rajiv Gandhi Intl. Stadium,DD Sports,Prime,6.84,6.97,893941,0.364,95,0.999,2967,Consumer Goods,Jersey front,2.36,84.01,34.6
IPL2018-05134,24-04-2018,IPL,Lucknow Super Giants,Gujarat Titans,Jaipur,Eden Gardens,Viacom18 / JioCinema,Afternoon,3.22,1.67,192630,0.326,95,0.749,2531,Auto,Presenter title,4.37,27.03,5.19
IPL2018-05135,20-06-2018,IPL,Gujarat Titans,Delhi Capitals,Chandigarh,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,6.64,9.81,818870,0.659,95,0.665,995,Telecom,LED perimeter,1.91,97.33,49.96
IPL2018-05136,30-03-2018,IPL,Lucknow Super Giants,Kolkata Knight Riders,Chennai,IS Bindra Stadium,Viacom18 / JioCinema,Prime,7.66,8.36,1206829,0.617,95,0.857,995,Beverages,LED perimeter,3.89,101.86,25.19
IPL2018-05137,02-04-2018,IPL,Chennai Super Kings,Lucknow Super Giants,Kolkata,BRSABV Ekana Stadium,DD Sports,Prime,8.06,8.48,1165718,0.227,95,0.987,4174,Consumer Goods,Jersey sleeve,0.86,108.53,125.2
IPL2018-05138,03-04-2018,IPL,Delhi Capitals,Chennai Super Kings,Delhi,Rajiv Gandhi Intl. Stadium,DD Sports,Late,5.07,5.54,461773,0.489,95,0.696,1219,Telecom,LED perimeter,2.54,57.65,21.7
IPL2018-05139,19-04-2018,IPL,Sunrisers Hyderabad,Chennai Super Kings,Delhi,Rajiv Gandhi Intl. Stadium,Star Sports,Prime,7.7,8.24,1152235,0.443,95,0.599,4078,Gaming,Broadcast L-band,2.34,93.69,39.04
IPL2018-05140,29-03-2018,IPL,Sunrisers Hyderabad,Kolkata Knight Riders,Ahmedabad,Narendra Modi Stadium,Viacom18 / JioCinema,Late,4.96,7.27,721356,0.468,95,0.689,2665,Telecom,Jersey sleeve,6.47,68.58,9.6
IPL2018-05141,29-04-2018,IPL,Sunrisers Hyderabad,Lucknow Super Giants,Mumbai,Sawai Mansingh Stadium,DD Sports,Prime,8,8.89,1042840,0.277,95,0.816,1007,Auto,LED perimeter,2.8,106.71,37.11
