id,date,team1,team2,venue,winner,day_of_week,team1_rank,team2_rank,weather_temp,weather_rain,ticket_price_avg,historical_avg_attendance,ticket_price_min,ticket_price_max,tickets_sold,dynamic_pricing_flag,holiday_flag,ad_spend,social_media_mentions,search_trends_index,promotion_flag,past_30d_avg_sales,expected_attendance,actual_attendance,venue_capacity,traffic_index,special_event_flag,time_of_day
238,10-04-2011,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Mumbai Indians,Sunday,5,6,23.0,0.0,533,21561,373,799,20006,1,1,166336,6299,65,0,21144,22946,22419,27544,5,0,Day
239,10-04-2011,Kings XI Punjab,Pune Warriors,Dr DY Patil Sports Academy,Pune Warriors,Sunday,7,4,25.0,0.0,922,21042,645,1383,20086,0,1,82711,13997,28,1,20476,22486,21544,31649,2,0,Night
240,11-04-2011,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,Kolkata Knight Riders,Monday,6,1,,,910,35342,637,1365,30999,0,0,55539,14472,22,1,29461,35236,36971,48885,2,1,Day
241,12-04-2011,Delhi Daredevils,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Tuesday,5,2,27.0,1.0,923,51431,646,1384,52208,0,0,176063,5380,45,1,44994,49719,48009,66347,7,1,Night
242,12-04-2011,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,Tuesday,6,6,30.0,0.0,425,24440,297,637,22735,0,0,183629,5757,91,1,21743,25865,27128,39583,6,1,Night
243,13-04-2011,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Wednesday,7,7,30.0,2.0,928,53239,649,1392,57482,1,0,88360,11395,67,1,53298,52720,55236,67710,4,1,Night
244,13-04-2011,Kochi Tuskers Kerala,Pune Warriors,Dr DY Patil Sports Academy,Pune Warriors,Wednesday,7,4,32.0,0.0,584,45700,408,876,40578,1,0,183272,17241,85,1,39744,42806,44063,52607,5,0,Night
245,14-04-2011,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Thursday,1,6,29.0,2.0,393,36093,275,589,30885,0,0,71357,6588,89,0,30775,38655,39271,54133,1,0,Day
246,15-04-2011,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,Friday,2,6,33.0,2.0,368,50834,257,552,51049,1,0,169121,18350,47,0,52834,54723,55148,62758,7,1,Night
247,15-04-2011,Mumbai Indians,Kochi Tuskers Kerala,Wankhede Stadium,Kochi Tuskers Kerala,Friday,6,7,,,880,24384,616,1320,25686,0,0,127505,5944,45,1,19561,24219,25105,38600,8,0,Night
248,16-04-2011,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Saturday,7,6,21.0,1.0,658,28175,460,987,28913,1,1,52869,14395,44,0,29568,25784,25241,41912,9,1,Night
249,16-04-2011,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,Saturday,1,7,31.0,1.0,489,34604,342,733,35863,0,1,100108,18072,31,1,33538,33827,33717,53361,8,0,Night
250,17-04-2011,Pune Warriors,Delhi Daredevils,Dr DY Patil Sports Academy,Delhi Daredevils,Sunday,4,5,31.0,0.0,904,42838,632,1356,41766,0,1,162296,5243,24,0,43142,45438,45980,52012,5,0,Night
251,17-04-2011,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunday,2,6,,,964,42750,674,1446,39050,0,1,144179,10916,67,0,37348,46185,45774,61297,3,0,Day
252,18-04-2011,Chennai Super Kings,Kochi Tuskers Kerala,Nehru Stadium,Kochi Tuskers Kerala,Monday,7,7,27.0,0.0,587,32619,410,880,28575,1,0,140272,10984,56,0,26211,30684,30461,48192,9,1,Day
253,19-04-2011,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,Deccan Chargers,Tuesday,1,5,23.0,0.0,532,53801,372,798,55485,0,0,88467,2759,98,1,52965,49141,48307,67881,6,1,Night
254,20-04-2011,Pune Warriors,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Wednesday,4,6,,,310,28111,217,465,27826,0,0,73328,10181,63,0,28350,30232,30426,40376,5,1,Day
255,20-04-2011,Kochi Tuskers Kerala,Kolkata Knight Riders,Eden Gardens,Kochi Tuskers Kerala,Wednesday,7,6,,,548,46380,383,822,40243,0,0,141412,3482,34,1,45689,45354,46943,60677,3,1,Day
256,21-04-2011,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Thursday,7,2,28.0,1.0,502,28770,351,753,28479,0,0,185059,1951,62,0,24043,29010,28144,44511,6,0,Night
257,22-04-2011,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Mumbai Indians,Friday,6,7,,,764,34399,534,1146,30591,1,0,108871,3079,67,0,33998,37619,39253,41389,3,0,Night
258,22-04-2011,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,Friday,6,6,,,799,47749,559,1198,49265,0,0,178391,3717,89,0,47378,43609,44433,58345,6,0,Night
259,23-04-2011,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Saturday,5,7,26.0,0.0,844,43038,590,1266,41131,0,1,136416,10692,65,0,41515,44314,45746,52036,4,0,Day
260,24-04-2011,Mumbai Indians,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Sunday,6,1,24.0,2.0,746,47323,522,1119,42108,0,1,120271,8311,62,0,46922,43292,43535,56098,2,1,Night
261,24-04-2011,Kochi Tuskers Kerala,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Sunday,7,2,21.0,1.0,865,36608,605,1297,32132,0,1,94064,19449,40,1,37028,35696,36693,52612,8,0,Day
262,25-04-2011,Chennai Super Kings,Pune Warriors,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Monday,7,4,31.0,0.0,993,54652,695,1489,55422,0,0,157450,1768,42,1,52105,57972,55167,68764,4,0,Day
263,26-04-2011,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,Royal Challengers Bangalore,Tuesday,5,6,32.0,2.0,564,45095,394,846,42536,1,0,69830,6490,99,0,37074,44494,45910,54740,9,0,Day
264,27-04-2011,Pune Warriors,Chennai Super Kings,Dr DY Patil Sports Academy,Chennai Super Kings,Wednesday,4,7,20.0,0.0,310,24299,217,465,23395,1,0,198501,16534,66,0,22401,26715,25486,31360,7,1,Night
265,27-04-2011,Deccan Chargers,Kochi Tuskers Kerala,Nehru Stadium,Deccan Chargers,Wednesday,1,7,25.0,0.0,705,35023,493,1057,33084,1,0,187965,7645,34,0,28698,35436,36817,44510,2,1,Day
266,28-04-2011,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,Kolkata Knight Riders,Thursday,6,5,29.0,0.0,600,24407,420,900,25205,1,0,166381,6232,44,0,22012,23534,24691,44052,4,1,Night
267,29-04-2011,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Friday,6,2,26.0,0.0,205,47225,143,307,49415,1,0,97333,12485,55,1,42586,44581,43662,66946,5,0,Night
268,29-04-2011,Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,Royal Challengers Bangalore,Friday,6,4,32.0,0.0,573,24673,401,859,25321,1,0,184508,6797,94,0,20145,23935,23241,43341,3,1,Night
269,30-04-2011,Delhi Daredevils,Kochi Tuskers Kerala,Nehru Stadium,Delhi Daredevils,Saturday,5,7,26.0,0.0,875,35820,612,1312,36154,0,1,126213,13342,70,1,31779,34906,35832,54081,9,0,Night
270,30-04-2011,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Saturday,7,6,,,492,29880,344,738,26566,1,1,186967,9038,34,0,24733,27302,26627,46711,5,0,Night
271,01-05-2011,Pune Warriors,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Sunday,4,2,33.0,0.0,689,49724,482,1033,54432,1,1,80746,17002,87,1,49826,48426,50196,66081,2,0,Day
272,01-05-2011,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Sunday,7,1,31.0,1.0,684,31777,478,1026,32549,1,1,99377,14087,40,0,32950,31549,30296,41212,3,1,Day
273,02-05-2011,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Mumbai Indians,Monday,6,7,,,539,31604,377,808,29776,0,0,104045,5873,32,0,25854,33011,31776,39248,9,1,Day
274,02-05-2011,Delhi Daredevils,Kochi Tuskers Kerala,Feroz Shah Kotla,Kochi Tuskers Kerala,Monday,5,7,25.0,0.0,634,27736,443,951,25712,0,0,147888,2481,38,1,28811,28605,29975,45780,7,0,Day
275,03-05-2011,Kolkata Knight Riders,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Tuesday,6,1,26.0,1.0,617,26340,431,925,24165,1,0,157455,11093,53,0,24513,27439,27915,32385,2,0,Day
276,04-05-2011,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Wednesday,2,7,30.0,0.0,650,42996,454,975,46681,1,0,186672,15422,97,0,37616,38768,40112,62622,9,1,Night
277,04-05-2011,Mumbai Indians,Pune Warriors,Dr DY Patil Sports Academy,Mumbai Indians,Wednesday,6,4,23.0,0.0,518,52881,362,777,51613,1,0,143179,17438,87,0,43320,49894,49017,69629,4,1,Night
278,05-05-2011,Kochi Tuskers Kerala,Kolkata Knight Riders,Nehru Stadium,Kochi Tuskers Kerala,Thursday,7,6,29.0,2.0,621,32994,434,931,32009,0,0,95714,8643,71,1,30524,34060,34661,45945,9,1,Day
279,05-05-2011,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,Thursday,1,5,31.0,0.0,267,22038,186,400,23632,0,0,152946,16708,46,0,22007,21967,22174,33487,2,0,Day
280,06-05-2011,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Royal Challengers Bangalore,Friday,6,7,33.0,0.0,547,46975,382,820,47235,1,0,159616,12271,48,0,45883,42327,42763,54656,4,0,Day
281,07-05-2011,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Saturday,7,6,,,765,22809,535,1147,22717,1,1,155983,18216,47,1,18533,24198,24639,31008,5,0,Night
282,07-05-2011,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Mumbai Indians,Saturday,6,5,,,460,23705,322,690,20204,1,1,174123,13600,54,1,19396,24998,25186,35473,2,1,Night
283,08-05-2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunday,7,6,30.0,2.0,623,47797,436,934,48912,0,1,199661,11998,27,1,43051,48259,47916,61927,1,1,Night
284,08-05-2011,Kings XI Punjab,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",Pune Warriors,Sunday,7,4,20.0,1.0,540,29202,378,810,27162,0,1,93484,15295,35,0,25517,26669,26071,41642,7,1,Day
285,09-05-2011,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,Chennai Super Kings,Monday,7,2,27.0,1.0,597,30928,417,895,33480,1,0,132989,11682,55,0,26539,32576,33450,49063,1,0,Day
286,10-05-2011,Deccan Chargers,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",Pune Warriors,Tuesday,1,4,21.0,0.0,367,23545,256,550,20056,1,0,86212,17380,49,0,20490,23939,23283,37178,8,0,Day
287,10-05-2011,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Tuesday,7,6,30.0,0.0,648,31152,453,972,32188,0,0,93525,9519,37,1,31179,32908,33540,38702,3,1,Day
288,11-05-2011,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,Wednesday,2,6,21.0,1.0,375,35456,262,562,36797,0,0,113208,4300,21,0,36601,37241,36247,44681,6,0,Night
289,12-05-2011,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Thursday,7,5,28.0,2.0,873,50898,611,1309,55986,0,0,83828,7722,68,0,45873,53982,54658,56494,7,1,Day
290,13-05-2011,Kochi Tuskers Kerala,Kings XI Punjab,Holkar Cricket Stadium,Kings XI Punjab,Friday,7,7,27.0,2.0,360,51124,251,540,55038,1,0,199783,8218,96,1,52480,51308,52575,62178,1,0,Day
291,14-05-2011,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Saturday,6,6,20.0,0.0,706,42019,494,1059,38977,1,1,53420,4054,23,1,36992,38996,37899,48524,6,1,Day
292,14-05-2011,Deccan Chargers,Mumbai Indians,Wankhede Stadium,Deccan Chargers,Saturday,1,6,,,307,39138,214,460,38951,1,1,146752,14575,94,1,35972,40477,38695,53191,7,0,Night
293,15-05-2011,Kings XI Punjab,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Sunday,7,5,30.0,2.0,262,49794,183,393,44428,1,1,181373,8970,26,1,42648,50993,49111,65626,6,0,Night
294,15-05-2011,Rajasthan Royals,Kochi Tuskers Kerala,Holkar Cricket Stadium,Kochi Tuskers Kerala,Sunday,2,7,31.0,2.0,945,37160,661,1417,39520,1,1,165294,3143,93,1,35678,38960,39372,55446,4,1,Day
295,16-05-2011,Pune Warriors,Deccan Chargers,Dr DY Patil Sports Academy,Deccan Chargers,Monday,4,1,34.0,0.0,859,25772,601,1288,23944,0,0,174019,10503,58,0,26925,24070,24911,37240,1,1,Night
296,17-05-2011,Kings XI Punjab,Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Tuesday,7,6,30.0,0.0,696,39214,487,1044,35460,0,0,115726,16149,32,1,37287,36821,35145,51450,9,1,Night
297,18-05-2011,Chennai Super Kings,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Wednesday,7,7,32.0,0.0,611,48743,427,916,44075,1,0,191564,19922,50,0,43354,52548,53778,65666,4,1,Night
298,19-05-2011,Pune Warriors,Kolkata Knight Riders,Dr DY Patil Sports Academy,Kolkata Knight Riders,Thursday,4,6,34.0,0.0,633,43793,443,949,43335,0,0,165668,13175,90,0,42126,45982,45252,63576,7,1,Night
299,20-05-2011,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,Friday,6,2,,,611,32411,427,916,30837,1,0,56102,9356,82,1,26924,35057,34981,38962,7,0,Night
300,21-05-2011,Deccan Chargers,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Deccan Chargers,Saturday,1,7,24.0,1.0,367,42673,256,550,40845,0,1,168015,16070,75,1,43618,44881,46805,61601,2,1,Day
301,21-05-2011,Delhi Daredevils,Pune Warriors,Feroz Shah Kotla,,Saturday,5,4,29.0,1.0,309,43762,216,463,41782,0,1,76641,1822,61,1,40513,44612,43862,60190,1,1,Day
302,22-05-2011,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunday,7,6,24.0,0.0,349,28186,244,523,28918,1,1,153746,18327,80,0,25715,29054,28953,46985,8,1,Day
303,22-05-2011,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Mumbai Indians,Sunday,6,6,,,887,45269,620,1330,45339,0,1,86631,15289,61,1,42845,48792,46419,60197,8,0,Night
304,24-05-2011,Royal Challengers Bangalore,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,Tuesday,6,7,,,479,31805,335,718,29360,0,0,122991,7150,75,1,30411,32306,30954,43657,7,1,Night
305,25-05-2011,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Wednesday,6,6,,,775,31021,542,1162,28107,1,0,54014,5425,55,1,25373,31842,31073,37470,8,1,Night
306,27-05-2011,Royal Challengers Bangalore,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Friday,6,6,29.0,1.0,690,48857,482,1035,44822,1,0,61093,17032,87,1,47423,45500,43351,59810,3,1,Night
307,28-05-2011,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Saturday,7,6,23.0,0.0,476,50313,333,714,46738,1,1,68070,3198,26,1,43293,50050,50707,63769,2,0,Day
308,04-04-2012,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,Wednesday,7,6,31.0,0.0,315,23440,220,472,21140,1,0,85777,4452,73,0,22935,24454,24274,36482,7,0,Day
309,05-04-2012,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,Delhi Daredevils,Thursday,6,5,,,203,23833,142,304,20528,1,0,106958,10106,20,0,23967,22741,22850,31492,8,1,Day
310,06-04-2012,Pune Warriors,Mumbai Indians,Wankhede Stadium,Pune Warriors,Friday,4,6,,,746,51678,522,1119,46643,1,0,132074,14859,63,0,51729,48600,47018,64187,1,0,Day
311,06-04-2012,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,Rajasthan Royals,Friday,2,7,23.0,0.0,457,38011,319,685,41778,1,0,60729,18692,64,1,35659,36595,35848,50904,9,1,Day
312,07-04-2012,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,Royal Challengers Bangalore,Saturday,6,5,32.0,0.0,909,26628,636,1363,27209,0,1,155864,9705,66,1,24765,25251,25664,39073,4,0,Day
313,07-04-2012,Chennai Super Kings,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Saturday,7,1,32.0,2.0,257,31283,179,385,34200,1,1,180858,11112,32,1,26143,29499,30871,39004,4,1,Night
314,08-04-2012,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Sunday,2,6,22.0,1.0,890,36050,623,1335,31781,0,1,155510,5841,41,0,35827,35508,33911,50704,3,0,Night
315,08-04-2012,Pune Warriors,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,Sunday,4,7,34.0,1.0,765,26908,535,1147,26099,0,1,104748,16358,40,1,23352,29102,30238,44352,6,1,Day
316,09-04-2012,Deccan Chargers,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,Monday,1,6,28.0,1.0,979,27480,685,1468,26222,1,0,55801,2409,28,1,25396,27518,27729,42117,1,1,Night
317,10-04-2012,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kolkata Knight Riders,Tuesday,6,6,29.0,0.0,769,28405,538,1153,27023,1,0,79592,5566,45,1,24742,26632,26802,43895,6,0,Day
318,10-04-2012,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Tuesday,7,5,33.0,0.0,985,36723,689,1477,32608,0,0,60647,12382,28,0,30607,33616,33616,44648,2,1,Day
319,11-04-2012,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Mumbai Indians,Wednesday,6,2,,,234,26907,163,351,27283,1,0,189788,18939,34,1,25760,27962,26757,41731,9,1,Night
320,12-04-2012,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Thursday,6,7,28.0,2.0,637,35147,445,955,30207,0,0,160627,15596,29,0,28595,34323,32915,55012,2,1,Day
321,12-04-2012,Pune Warriors,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Thursday,4,7,26.0,2.0,586,32580,410,879,27734,0,0,120316,1804,61,1,32161,34677,35026,48146,7,1,Day
322,13-04-2012,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Friday,2,6,,,915,30308,640,1372,27459,0,0,52368,14221,91,0,26652,31274,30776,42412,1,0,Day
323,19-04-2012,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Thursday,1,5,32.0,2.0,874,43023,611,1311,38533,0,0,127575,2279,43,0,34419,45572,47473,61205,7,1,Night
324,14-04-2012,Chennai Super Kings,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Saturday,7,4,22.0,2.0,453,29862,317,679,30312,1,1,56655,14192,99,0,27705,28499,28232,41102,5,0,Night
325,15-04-2012,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,Kings XI Punjab,Sunday,7,6,,,860,49147,602,1290,51267,0,1,120031,8083,68,1,39893,51037,49216,54659,8,0,Night
326,15-04-2012,Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rajasthan Royals,Sunday,2,6,27.0,2.0,790,34023,553,1185,37307,1,1,137922,12093,45,1,29567,32417,33113,39238,4,0,Night
327,16-04-2012,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Delhi Daredevils,Monday,6,5,,,403,31538,282,604,28318,1,0,174046,18771,56,0,30804,34307,33598,43837,7,0,Day
328,17-04-2012,Deccan Chargers,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Tuesday,1,2,24.0,0.0,642,43595,449,963,47883,1,0,194475,13880,87,0,35559,44784,44898,60118,6,1,Night
329,17-04-2012,Pune Warriors,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Tuesday,4,6,26.0,1.0,874,46908,611,1311,40516,1,0,82097,16517,69,1,47369,45261,46156,62272,5,1,Night
330,18-04-2012,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Wednesday,7,6,32.0,1.0,397,44479,277,595,45391,0,0,192038,3106,43,1,35625,42428,44126,52632,4,0,Night
331,10-05-2012,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,Thursday,1,5,28.0,2.0,972,34585,680,1458,30640,1,0,174862,17086,38,0,29802,32447,33395,47035,7,1,Day
332,19-04-2012,Chennai Super Kings,Pune Warriors,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Thursday,7,4,25.0,1.0,259,48646,181,388,52263,0,0,168834,5831,79,1,47927,50539,51430,55352,5,0,Night
333,20-04-2012,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,Friday,7,6,30.0,1.0,646,20693,452,969,17645,1,0,143848,4186,58,1,18190,19528,19878,35991,5,1,Night
334,21-04-2012,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Saturday,2,7,27.0,0.0,802,47098,561,1203,40173,0,1,102921,3573,93,1,38878,47995,50135,53665,1,1,Day
335,21-04-2012,Pune Warriors,Delhi Daredevils,Feroz Shah Kotla,Pune Warriors,Saturday,4,5,29.0,2.0,710,42523,496,1065,39201,0,1,176141,13808,37,1,37847,40521,39693,57923,2,1,Day
336,22-04-2012,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Kings XI Punjab,Sunday,6,7,,,409,52978,286,613,55229,0,1,72677,3599,38,0,45963,54694,51965,68501,5,0,Day
337,22-04-2012,Deccan Chargers,Kolkata Knight Riders,Barabati Stadium,Kolkata Knight Riders,Sunday,1,6,27.0,2.0,248,37586,173,372,40076,0,1,105609,5033,55,1,37987,39953,39041,52931,3,0,Day
338,23-04-2012,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,Royal Challengers Bangalore,Monday,6,2,31.0,0.0,562,39157,393,843,41879,0,0,81024,9428,93,1,34393,41334,40167,45285,2,1,Night
339,24-04-2012,Pune Warriors,Delhi Daredevils,Subrata Roy Sahara Stadium,Delhi Daredevils,Tuesday,4,5,20.0,0.0,898,45914,628,1347,46346,1,0,120313,2304,74,0,45786,48309,49090,54424,4,0,Day
340,25-04-2012,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Wednesday,7,6,31.0,0.0,343,45000,240,514,46772,0,0,177813,18685,88,0,46033,42189,42753,62515,4,0,Night
341,26-04-2012,Deccan Chargers,Pune Warriors,Subrata Roy Sahara Stadium,Deccan Chargers,Thursday,1,4,29.0,0.0,961,33150,672,1441,31054,1,0,145285,19925,66,1,30115,30420,30704,46017,4,1,Night
342,27-04-2012,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,Friday,5,6,32.0,2.0,292,29754,204,438,27754,0,0,196410,19435,68,1,30571,30937,29440,46599,4,0,Night
343,28-04-2012,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Saturday,7,7,23.0,2.0,430,25113,301,645,26803,0,1,163632,9633,52,1,22459,24451,25010,32478,3,1,Night
344,28-04-2012,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Kolkata Knight Riders,Saturday,6,6,,,248,31745,173,372,30163,1,1,53051,12372,40,1,33047,31315,30762,42328,7,1,Night
345,29-04-2012,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,Delhi Daredevils,Sunday,5,2,21.0,0.0,272,37277,190,408,36785,1,1,164692,9996,41,0,30653,33781,34338,47174,9,1,Day
346,29-04-2012,Deccan Chargers,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Sunday,1,6,,,637,50278,445,955,49479,1,1,137235,17458,67,0,48857,47860,48130,60996,5,0,Night
347,30-04-2012,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Monday,7,6,26.0,0.0,793,42706,555,1189,46706,1,0,123523,6475,56,0,39437,38723,38114,53707,4,1,Night
348,01-05-2012,Deccan Chargers,Pune Warriors,Barabati Stadium,Deccan Chargers,Tuesday,1,4,29.0,1.0,515,22627,360,772,19719,0,0,144476,8184,34,1,20294,24342,23452,38740,2,1,Night
349,01-05-2012,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,Delhi Daredevils,Tuesday,2,5,27.0,2.0,930,30851,651,1395,31708,1,0,67019,13875,54,1,29560,29267,28079,40418,2,0,Day
350,02-05-2012,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Kings XI Punjab,Wednesday,6,7,30.0,2.0,836,22316,585,1254,21197,0,0,133613,2622,90,1,21779,22571,23319,36587,5,0,Night
351,03-05-2012,Mumbai Indians,Pune Warriors,Subrata Roy Sahara Stadium,Mumbai Indians,Thursday,6,4,28.0,0.0,447,21968,312,670,19047,0,0,136672,16988,51,1,17598,19942,20776,41928,7,0,Night
352,04-05-2012,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Friday,7,1,24.0,2.0,821,32847,574,1231,28946,1,0,123847,9041,30,0,27648,33943,34451,52195,9,0,Day
353,05-05-2012,Kolkata Knight Riders,Pune Warriors,Eden Gardens,Kolkata Knight Riders,Saturday,6,4,,,767,32344,536,1150,34987,0,1,132750,17725,29,0,31640,31199,29961,49047,7,1,Night
354,05-05-2012,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Saturday,2,7,31.0,2.0,925,29422,647,1387,31745,1,1,78251,19458,92,1,28439,31763,31451,47751,5,0,Night
355,06-05-2012,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Sunday,7,6,,,949,25853,664,1423,24931,0,1,153481,8992,97,0,26926,27859,28496,33594,6,0,Day
356,06-05-2012,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunday,1,6,20.0,0.0,765,27805,535,1147,27945,0,1,162566,16646,96,1,27534,26833,27583,35825,3,0,Night
