match_id,date,home_team,away_team,tournament_phase,day_of_week,time_slot,city,broadcaster,past_viewership_avg_millions,viewership_tv_millions,viewership_digital_millions,total_viewership_millions,marquee_match,rivalry_match,weather_rain,ad_inventory_price_lakhs
IPL2018-06433,07-04-2018,Gujarat Titans,Kolkata Knight Riders,League,Saturday,Prime,Delhi,Star Sports,9.89,8.69,10.3,18.99,0,0,0,135.77
IPL2018-06434,03-06-2018,Punjab Kings,Sunrisers Hyderabad,League,Sunday,Late,Chandigarh,Star Sports,6.38,5.75,7,12.75,0,0,0,51.67
IPL2018-06435,04-04-2018,Rajasthan Royals,Kolkata Knight Riders,League,Wednesday,Afternoon,Mumbai,DD Sports,3.74,3.22,3.54,6.76,0,0,0,28.51
IPL2018-06436,18-04-2018,Mumbai Indians,Punjab Kings,League,Wednesday,Late,Chennai,Star Sports,5.96,4.76,6.03,10.79,0,0,0,44.21
IPL2018-06437,02-04-2018,Gujarat Titans,Mumbai Indians,Semi-Final,Monday,Prime,Mumbai,DD Sports,12.51,11.96,13.35,25.31,0,0,0,238.14
IPL2018-06438,14-04-2018,Gujarat Titans,Rajasthan Royals,League,Saturday,Prime,Bengaluru,JioCinema,8.48,7.98,10.7,18.68,0,0,0,150.97
IPL2018-06439,22-03-2018,Lucknow Super Giants,Gujarat Titans,League,Thursday,Late,Ahmedabad,JioCinema,5.93,5.9,5.39,11.29,0,0,0,56.42
IPL2018-06440,26-03-2018,Rajasthan Royals,Delhi Capitals,League,Monday,Late,Chennai,Star Sports,5.63,5.85,5.33,11.18,0,0,0,53.1
IPL2018-06441,27-06-2018,Rajasthan Royals,Kolkata Knight Riders,League,Wednesday,Afternoon,Chennai,Star Sports,2.9,2.12,3.22,5.34,0,0,0,20.54
IPL2018-06442,16-04-2018,Gujarat Titans,Royal Challengers Bangalore,League,Monday,Prime,Lucknow,Star Sports,10.16,9.49,10.2,19.69,0,0,0,153.48
IPL2018-06443,09-04-2018,Punjab Kings,Rajasthan Royals,League,Monday,Afternoon,Chandigarh,Star Sports,2.56,2.91,1.5,4.41,0,0,0,20.87
IPL2018-06444,28-03-2018,Gujarat Titans,Royal Challengers Bangalore,League,Wednesday,Afternoon,Kolkata,JioCinema,2.73,4.31,2.01,6.32,0,0,0,27.49
IPL2018-06445,30-03-2018,Gujarat Titans,Chennai Super Kings,League,Friday,Late,Chennai,Star Sports,5.59,4.7,6.56,11.26,0,0,0,54.78
IPL2018-06446,20-06-2018,Gujarat Titans,Sunrisers Hyderabad,Eliminator,Wednesday,Prime,Ahmedabad,JioCinema,10.73,10.45,12.4,22.85,0,0,0,194.87
IPL2018-06447,18-04-2018,Delhi Capitals,Punjab Kings,League,Wednesday,Prime,Jaipur,Star Sports,7.76,7.86,8.21,16.07,0,0,0,126.78
IPL2018-06448,17-05-2018,Sunrisers Hyderabad,Rajasthan Royals,Semi-Final,Thursday,Afternoon,Chennai,JioCinema,4.44,4.78,4.3,9.08,0,0,0,55.23
IPL2018-06449,16-03-2018,Kolkata Knight Riders,Gujarat Titans,League,Friday,Afternoon,Ahmedabad,JioCinema,1.72,1.62,3.21,4.83,0,0,0,20.03
IPL2018-06450,05-04-2018,Delhi Capitals,Kolkata Knight Riders,League,Thursday,Afternoon,Delhi,Star Sports,3.74,2.88024662,3.347637566,6.23,0,0,1,27.33
IPL2018-06451,12-06-2018,Gujarat Titans,Delhi Capitals,League,Tuesday,Late,Ahmedabad,JioCinema,5.06,4.36,5.52,9.88,0,0,0,43.64
IPL2018-06452,06-04-2018,Punjab Kings,Lucknow Super Giants,League,Friday,Late,Bengaluru,JioCinema,5.91,5.55,6.28,11.83,0,0,0,56.85
IPL2018-06453,29-03-2018,Rajasthan Royals,Mumbai Indians,League,Thursday,Afternoon,Hyderabad,Star Sports,3.5,3.38,2.66,6.04,0,0,0,30.46
IPL2018-06454,26-04-2018,Mumbai Indians,Punjab Kings,League,Thursday,Late,Lucknow,DD Sports,4.71,5.38,3.44,8.82,0,0,0,37.44
IPL2018-06455,24-03-2018,Mumbai Indians,Rajasthan Royals,League,Saturday,Late,Chennai,DD Sports,6.06,5.81,6.19,12,0,0,0,54.69
IPL2018-06456,22-03-2018,Delhi Capitals,Royal Challengers Bangalore,League,Thursday,Late,Kolkata,Star Sports,5.84,6.08,6.38,12.46,0,0,0,61.67
IPL2018-06457,03-06-2018,Delhi Capitals,Kolkata Knight Riders,League,Sunday,Prime,Ahmedabad,JioCinema,8.66,8.05,10.15,18.2,0,0,0,120.14
IPL2018-06458,02-04-2018,Punjab Kings,Sunrisers Hyderabad,League,Monday,Late,Chandigarh,Star Sports,6,4.79,6.69,11.48,0,0,0,55.33
IPL2018-06459,02-05-2018,Chennai Super Kings,Rajasthan Royals,League,Wednesday,Afternoon,Chandigarh,JioCinema,2.53,2.4,2.15,4.55,0,0,0,19.29
IPL2018-06460,22-06-2018,Rajasthan Royals,Chennai Super Kings,League,Friday,Afternoon,Jaipur,DD Sports,3.12,3.33,3.45,6.78,0,0,0,25.62
IPL2018-06461,17-04-2018,Delhi Capitals,Chennai Super Kings,League,Tuesday,Prime,Ahmedabad,DD Sports,9.26,8.69,10.11,18.8,0,0,0,142.52
IPL2018-06462,01-05-2018,Kolkata Knight Riders,Gujarat Titans,Semi-Final,Tuesday,Late,Kolkata,JioCinema,6.93,6.43,8.09,14.52,0,0,0,79.94
IPL2018-06463,22-03-2018,Mumbai Indians,Royal Challengers Bangalore,League,Thursday,Late,Lucknow,Star Sports,5.36,4.82,6.68,11.5,0,1,0,50.17
IPL2018-06464,01-04-2018,Chennai Super Kings,Lucknow Super Giants,Qualifier,Sunday,Prime,Lucknow,DD Sports,9.9,8.97,10.8,19.77,0,0,0,183.84
IPL2018-06465,11-06-2018,Sunrisers Hyderabad,Chennai Super Kings,Final,Monday,Prime,Ahmedabad,Star Sports,34.85,32.9,35.71,68.61,1,0,0,563.26
IPL2018-06466,09-04-2018,Lucknow Super Giants,Delhi Capitals,Semi-Final,Monday,Prime,Kolkata,Star Sports,13.03,11.72,14.03,25.75,0,0,0,248.53
IPL2018-06467,26-03-2018,Gujarat Titans,Rajasthan Royals,Eliminator,Monday,Afternoon,Kolkata,DD Sports,3.98,2.62,5.19,7.81,0,0,0,40.27
IPL2018-06468,29-04-2018,Punjab Kings,Delhi Capitals,League,Sunday,Afternoon,Kolkata,DD Sports,3.81,2.58,3.4,5.98,0,0,0,24.65
IPL2018-06469,26-05-2018,Gujarat Titans,Sunrisers Hyderabad,Qualifier,Saturday,Afternoon,Chennai,JioCinema,3.15,2.52,3.52,6.04,0,0,0,29.4
IPL2018-06470,06-04-2018,Delhi Capitals,Punjab Kings,Qualifier,Friday,Afternoon,Ahmedabad,DD Sports,2.84,3.06,3.35,6.41,0,0,0,34.28
IPL2018-06471,29-04-2018,Punjab Kings,Lucknow Super Giants,League,Sunday,Late,Chandigarh,JioCinema,5.68,4.4,6.49,10.89,0,0,0,41.76
IPL2018-06472,11-05-2018,Kolkata Knight Riders,Punjab Kings,League,Friday,Afternoon,Lucknow,JioCinema,2.04,2.32,2.09,4.41,0,0,0,21.94
IPL2018-06473,12-04-2018,Rajasthan Royals,Delhi Capitals,League,Thursday,Late,Lucknow,JioCinema,4.62,5.24,4.43,9.67,0,0,0,39.4
IPL2018-06474,09-04-2018,Punjab Kings,Gujarat Titans,League,Monday,Afternoon,Ahmedabad,Star Sports,2.52,2.13,2.51,4.64,0,0,0,21.71
IPL2018-06475,20-06-2018,Royal Challengers Bangalore,Mumbai Indians,League,Wednesday,Late,Mumbai,JioCinema,6.02,5.7,6.37,12.07,0,0,0,54.67
IPL2018-06476,27-03-2018,Delhi Capitals,Kolkata Knight Riders,League,Tuesday,Prime,Chandigarh,JioCinema,9.17,8.18,9.95,18.13,0,0,0,142.77
IPL2018-06477,19-04-2018,Gujarat Titans,Delhi Capitals,League,Thursday,Late,Chandigarh,Star Sports,5.16,5.23,5.42,10.65,0,0,0,52.92
IPL2018-06478,14-04-2018,Punjab Kings,Delhi Capitals,League,Saturday,Late,Kolkata,DD Sports,5.21,5.39,6.02,11.41,0,0,0,48.6
IPL2018-06479,14-04-2018,Chennai Super Kings,Kolkata Knight Riders,League,Saturday,Prime,Hyderabad,DD Sports,9.25,8.65,8.92,17.57,0,0,0,136.52
IPL2018-06480,09-05-2018,Rajasthan Royals,Royal Challengers Bangalore,Semi-Final,Wednesday,Afternoon,Kolkata,DD Sports,4.65,5.81,3.59,9.4,0,0,0,55.7
IPL2018-06481,01-05-2018,Chennai Super Kings,Delhi Capitals,Semi-Final,Tuesday,Late,Kolkata,Star Sports,7.66,7.54,8.17,15.71,0,0,0,81.31
IPL2018-06482,23-04-2018,Gujarat Titans,Delhi Capitals,Eliminator,Monday,Late,Kolkata,Star Sports,6.41,5.83,6.81,12.64,0,0,0,64.99
IPL2018-06483,22-03-2018,Lucknow Super Giants,Rajasthan Royals,League,Thursday,Afternoon,Ahmedabad,Star Sports,2.36,2.88,1.4,4.28,0,0,0,22.04
IPL2018-06484,31-03-2018,Gujarat Titans,Mumbai Indians,League,Saturday,Late,Ahmedabad,JioCinema,4.24,5.12,5.95,11.07,0,0,0,50.77
IPL2018-06485,11-04-2018,Royal Challengers Bangalore,Gujarat Titans,Semi-Final,Wednesday,Late,Ahmedabad,JioCinema,8.19,7,9,16,0,0,0,90.12
IPL2018-06486,18-04-2018,Lucknow Super Giants,Rajasthan Royals,League,Wednesday,Prime,Chandigarh,DD Sports,10.77,9.9,10.08,19.98,0,0,0,143.3
IPL2018-06487,10-06-2018,Lucknow Super Giants,Kolkata Knight Riders,League,Sunday,Prime,Chennai,JioCinema,8.92,8,9.88,17.88,0,0,0,120.34
IPL2018-06488,18-04-2018,Delhi Capitals,Chennai Super Kings,League,Wednesday,Afternoon,Kolkata,DD Sports,3.09,2.87,3.31,6.18,0,0,0,26.87
IPL2018-06489,08-05-2018,Delhi Capitals,Mumbai Indians,Eliminator,Tuesday,Prime,Delhi,DD Sports,10.96,8.98,12.4,21.38,0,0,0,198.66
IPL2018-06490,14-04-2018,Lucknow Super Giants,Rajasthan Royals,League,Saturday,Afternoon,Lucknow,DD Sports,3.85,2.79,4.25,7.04,0,0,0,32.92
IPL2018-06491,05-05-2018,Lucknow Super Giants,Delhi Capitals,League,Saturday,Late,Chandigarh,DD Sports,3.96,4.18,4.03,8.21,0,0,0,34.37
IPL2018-06492,16-04-2018,Chennai Super Kings,Delhi Capitals,League,Monday,Prime,Bengaluru,Star Sports,8.59,8.07,9.01,17.08,0,0,0,122.43
IPL2018-06493,28-03-2018,Punjab Kings,Mumbai Indians,League,Wednesday,Prime,Chennai,JioCinema,9.1,8.53,8.78,17.31,0,0,0,130.94
IPL2018-06494,01-05-2018,Chennai Super Kings,Gujarat Titans,League,Tuesday,Afternoon,Chennai,DD Sports,1,2.86,0.26,3.12,0,0,0,14.2
IPL2018-06495,27-04-2018,Rajasthan Royals,Delhi Capitals,League,Friday,Prime,Bengaluru,JioCinema,9.82,8.32,11.77,20.09,0,0,0,140.62
IPL2018-06496,25-03-2018,Rajasthan Royals,Kolkata Knight Riders,Eliminator,Sunday,Prime,Chennai,Star Sports,10.94,11.24,10.92,22.16,0,0,0,217.48
IPL2018-06497,14-04-2018,Royal Challengers Bangalore,Kolkata Knight Riders,League,Saturday,Prime,Jaipur,Star Sports,9.74,8.66,10.19,18.85,0,0,0,151.11
IPL2018-06498,14-04-2018,Mumbai Indians,Chennai Super Kings,League,Saturday,Late,Lucknow,DD Sports,7.58,7.1,9.17,16.27,1,0,0,69.2
IPL2018-06499,04-04-2018,Kolkata Knight Riders,Royal Challengers Bangalore,Semi-Final,Wednesday,Afternoon,Bengaluru,DD Sports,4.39,3.61,4.49,8.1,0,0,0,45.7
IPL2018-06500,28-03-2018,Lucknow Super Giants,Sunrisers Hyderabad,League,Wednesday,Prime,Jaipur,JioCinema,9.22,8.33,9.84,18.17,0,0,0,133.51
IPL2018-06501,21-04-2018,Chennai Super Kings,Mumbai Indians,League,Saturday,Late,Ahmedabad,Star Sports,7.15,6.94,7.87,14.81,1,1,0,59.62
IPL2018-06502,05-06-2018,Punjab Kings,Sunrisers Hyderabad,League,Tuesday,Prime,Mumbai,DD Sports,9.23,9.85,9.12,18.97,0,0,0,147.67
IPL2018-06503,03-05-2018,Rajasthan Royals,Gujarat Titans,League,Thursday,Late,Chennai,JioCinema,5.01,5.4,5.26,10.66,0,0,0,50.83
IPL2018-06504,23-03-2018,Lucknow Super Giants,Royal Challengers Bangalore,League,Friday,Late,Lucknow,DD Sports,3.93,4.35,5.21,9.56,0,0,0,40.64
IPL2018-06505,01-06-2018,Rajasthan Royals,Punjab Kings,League,Friday,Prime,Delhi,Star Sports,9.39,8.98,8.62,17.6,0,0,0,136.52
IPL2018-06506,25-05-2018,Delhi Capitals,Rajasthan Royals,Eliminator,Friday,Prime,Delhi,Star Sports,11.24,11.53,10.69,22.22,0,0,0,182.88
IPL2018-06507,05-04-2018,Chennai Super Kings,Royal Challengers Bangalore,Eliminator,Thursday,Afternoon,Lucknow,Star Sports,4.62,5.49,3.82,9.31,1,0,0,53.52
IPL2018-06508,24-03-2018,Punjab Kings,Sunrisers Hyderabad,League,Saturday,Prime,Chennai,Star Sports,9.56,8.74,9.51,18.25,0,0,0,116.92
IPL2018-06509,06-04-2018,Chennai Super Kings,Kolkata Knight Riders,Qualifier,Friday,Late,Chandigarh,Star Sports,6.33,6.53,7.31,13.84,0,0,0,82.38
IPL2018-06510,07-04-2018,Gujarat Titans,Punjab Kings,League,Saturday,Late,Bengaluru,Star Sports,5.62,4.324515249,6.669742204,10.99,0,0,1,44.45
IPL2018-06511,25-03-2018,Punjab Kings,Gujarat Titans,League,Sunday,Prime,Kolkata,Star Sports,8.38,8.43,9.05,17.48,0,0,0,143.8
IPL2018-06512,21-04-2018,Royal Challengers Bangalore,Mumbai Indians,League,Saturday,Prime,Ahmedabad,Star Sports,8.6,7.45,9.27,16.72,0,0,0,137.73
IPL2018-06513,01-04-2018,Rajasthan Royals,Gujarat Titans,League,Sunday,Late,Chennai,JioCinema,6.23,6.01,7.36,13.37,0,0,0,57.9
IPL2018-06514,26-03-2018,Chennai Super Kings,Gujarat Titans,Semi-Final,Monday,Prime,Mumbai,DD Sports,11.94,11.64,13.84,25.48,0,0,0,208.95
IPL2018-06515,10-04-2018,Gujarat Titans,Punjab Kings,League,Tuesday,Late,Hyderabad,Star Sports,3.61,4.03,4.59,8.62,0,0,0,34.61
IPL2018-06516,03-06-2018,Delhi Capitals,Punjab Kings,League,Sunday,Late,Delhi,DD Sports,4.74,4.88,5.24,10.12,0,0,0,41.12
IPL2018-06517,10-05-2018,Lucknow Super Giants,Rajasthan Royals,League,Thursday,Late,Lucknow,DD Sports,6.46,6.26,5.58,11.84,0,0,0,48.07
IPL2018-06518,26-04-2018,Royal Challengers Bangalore,Punjab Kings,League,Thursday,Prime,Hyderabad,Star Sports,8.44,8.57,9.26,17.83,0,0,0,130.26
IPL2018-06519,05-04-2018,Delhi Capitals,Kolkata Knight Riders,Eliminator,Thursday,Late,Lucknow,DD Sports,7.76,6.33,8.12,14.45,0,0,0,72.45
IPL2018-06520,25-03-2018,Rajasthan Royals,Sunrisers Hyderabad,Semi-Final,Sunday,Afternoon,Delhi,JioCinema,4.96,4.63,3.94,8.57,0,0,0,44.34
IPL2018-06521,28-03-2018,Rajasthan Royals,Royal Challengers Bangalore,League,Wednesday,Late,Mumbai,DD Sports,5.73,5.59,6.56,12.15,0,0,0,46.13
IPL2018-06522,08-05-2018,Chennai Super Kings,Lucknow Super Giants,League,Tuesday,Prime,Bengaluru,Star Sports,9.21,8.51,9.28,17.79,0,0,0,141.55
IPL2018-06523,01-04-2018,Royal Challengers Bangalore,Gujarat Titans,League,Sunday,Prime,Delhi,DD Sports,9.34,9.14,11.36,20.5,0,0,0,133.84
IPL2018-06524,19-04-2018,Royal Challengers Bangalore,Rajasthan Royals,League,Thursday,Prime,Jaipur,DD Sports,10.98,9.23,12.29,21.52,0,0,0,165.68
IPL2018-06525,27-04-2018,Delhi Capitals,Chennai Super Kings,League,Friday,Afternoon,Delhi,DD Sports,3.47,1.96,4.01,5.97,0,0,0,23.34
IPL2018-06526,23-03-2018,Lucknow Super Giants,Royal Challengers Bangalore,League,Friday,Late,Chennai,DD Sports,5.47,4.29,6.31,10.6,0,0,0,39.9
IPL2018-06527,16-04-2018,Kolkata Knight Riders,Lucknow Super Giants,League,Monday,Afternoon,Jaipur,DD Sports,3.27,3.55,3.38,6.93,0,0,0,31.57
IPL2018-06528,24-04-2018,Delhi Capitals,Lucknow Super Giants,League,Tuesday,Afternoon,Lucknow,Star Sports,2.33,2.09,2.81,4.9,0,0,0,22.86
IPL2018-06529,16-06-2018,Rajasthan Royals,Royal Challengers Bangalore,League,Saturday,Late,Mumbai,Star Sports,6.67,5.98,5.23,11.21,0,0,0,52.74
IPL2018-06530,18-04-2018,Mumbai Indians,Rajasthan Royals,Eliminator,Wednesday,Prime,Chennai,Star Sports,10.32,7.991148922,11.17240935,19.16,0,0,1,170.25
IPL2018-06531,06-05-2018,Chennai Super Kings,Gujarat Titans,League,Sunday,Late,Delhi,DD Sports,6.01,5.47,6.65,12.12,0,0,0,52.21
IPL2018-06532,06-04-2018,Kolkata Knight Riders,Chennai Super Kings,League,Friday,Late,Mumbai,JioCinema,5.41,4.87,6.25,11.12,0,0,0,54.08
IPL2018-06533,15-05-2018,Delhi Capitals,Rajasthan Royals,Semi-Final,Tuesday,Prime,Kolkata,Star Sports,11.7,11.72,13.63,25.35,0,0,0,245.57
IPL2018-06534,26-03-2018,Delhi Capitals,Kolkata Knight Riders,Qualifier,Monday,Afternoon,Bengaluru,JioCinema,3.01,3.22,2.31,5.53,0,0,0,29.55
IPL2018-06535,27-04-2018,Punjab Kings,Mumbai Indians,League,Friday,Prime,Chandigarh,Star Sports,9.25,9.72,8.82,18.54,0,0,0,118.88
IPL2018-06536,19-04-2018,Punjab Kings,Sunrisers Hyderabad,League,Thursday,Prime,Jaipur,Star Sports,9.3,9.63,9.81,19.44,0,0,0,130.42
IPL2018-06537,22-05-2018,Punjab Kings,Chennai Super Kings,League,Tuesday,Late,Hyderabad,JioCinema,5.81,4.81,5.9,10.71,0,0,0,42.76
IPL2018-06538,27-04-2018,Royal Challengers Bangalore,Punjab Kings,League,Friday,Late,Chennai,JioCinema,6.61,6.84,6.15,12.99,0,0,0,54.24
IPL2018-06539,11-04-2018,Mumbai Indians,Sunrisers Hyderabad,League,Wednesday,Prime,Lucknow,JioCinema,8.61,7.26,10.2,17.46,0,0,0,138.04
IPL2018-06540,14-05-2018,Mumbai Indians,Chennai Super Kings,League,Monday,Afternoon,Kolkata,DD Sports,3.39,3.02,3.16,6.18,1,0,0,27.59
IPL2018-06541,26-04-2018,Kolkata Knight Riders,Punjab Kings,League,Thursday,Afternoon,Hyderabad,JioCinema,2.62,1.87,3.2,5.07,0,0,0,19.64
IPL2018-06542,29-03-2018,Royal Challengers Bangalore,Punjab Kings,League,Thursday,Late,Hyderabad,DD Sports,5.99,5.68,5.34,11.02,0,0,0,50.36
IPL2018-06543,12-04-2018,Lucknow Super Giants,Punjab Kings,League,Thursday,Late,Jaipur,Star Sports,5.45,3.99,6.09,10.08,0,0,0,47.01
IPL2018-06544,28-03-2018,Lucknow Super Giants,Delhi Capitals,League,Wednesday,Late,Mumbai,DD Sports,5.47,6.06,5.25,11.31,0,0,0,45.16
IPL2018-06545,24-04-2018,Lucknow Super Giants,Royal Challengers Bangalore,Qualifier,Tuesday,Prime,Bengaluru,DD Sports,10.81,10.03,11.33,21.36,0,0,0,209.84
IPL2018-06546,27-04-2018,Lucknow Super Giants,Sunrisers Hyderabad,Semi-Final,Friday,Afternoon,Mumbai,Star Sports,3.5,3,4.08,7.08,0,0,0,32.95
IPL2018-06547,08-06-2018,Sunrisers Hyderabad,Chennai Super Kings,Eliminator,Friday,Late,Hyderabad,Star Sports,7.25,6.78,7.49,14.27,0,0,0,65.81
IPL2018-06548,12-04-2018,Punjab Kings,Rajasthan Royals,League,Thursday,Prime,Jaipur,Star Sports,9.59,8.7,10.91,19.61,0,0,0,143.15
IPL2018-06549,09-04-2018,Mumbai Indians,Sunrisers Hyderabad,League,Monday,Afternoon,Delhi,JioCinema,2.89,1.48,2.73,4.21,0,0,0,20.15
IPL2018-06550,24-03-2018,Royal Challengers Bangalore,Delhi Capitals,League,Saturday,Prime,Jaipur,JioCinema,8.28,9.04,9.28,18.32,0,0,0,148.61
IPL2018-06551,12-04-2018,Delhi Capitals,Gujarat Titans,Semi-Final,Thursday,Prime,Hyderabad,DD Sports,13.04,11.85,14.09,25.94,0,0,0,218.1
IPL2018-06552,10-04-2018,Kolkata Knight Riders,Punjab Kings,League,Tuesday,Late,Delhi,DD Sports,4.11,3.73,4.74,8.47,0,0,0,35.99
IPL2018-06553,18-04-2018,Kolkata Knight Riders,Gujarat Titans,League,Wednesday,Prime,Bengaluru,Star Sports,9.82,9.04,10.22,19.26,0,0,0,147.13
IPL2018-06554,09-04-2018,Kolkata Knight Riders,Delhi Capitals,Qualifier,Monday,Late,Jaipur,DD Sports,5.97,5.94,5.76,11.7,0,0,0,67.45
IPL2018-06555,09-04-2018,Lucknow Super Giants,Kolkata Knight Riders,League,Monday,Late,Ahmedabad,JioCinema,5.86,4.228738516,6.830072922,11.06,0,0,1,48.6
IPL2018-06556,18-04-2018,Sunrisers Hyderabad,Delhi Capitals,Eliminator,Wednesday,Afternoon,Delhi,DD Sports,3.41,4.56,2.32,6.88,0,0,0,32.92
IPL2018-06557,13-04-2018,Sunrisers Hyderabad,Rajasthan Royals,League,Friday,Prime,Lucknow,JioCinema,10.14,9.61,10.82,20.43,0,0,0,137.67
IPL2018-06558,09-04-2018,Royal Challengers Bangalore,Chennai Super Kings,Semi-Final,Monday,Afternoon,Jaipur,JioCinema,6.45,7.75,5.5,13.25,1,0,0,79.26
IPL2018-06559,09-04-2018,Sunrisers Hyderabad,Gujarat Titans,League,Monday,Late,Ahmedabad,Star Sports,5.66,4.88,7.62,12.5,0,0,0,56.77
IPL2018-06560,24-06-2018,Lucknow Super Giants,Delhi Capitals,League,Sunday,Late,Chandigarh,JioCinema,5.35,5.52,5.31,10.83,0,0,0,49.34
IPL2018-06561,08-04-2018,Gujarat Titans,Mumbai Indians,League,Sunday,Afternoon,Chandigarh,JioCinema,3.73,2.28,4.84,7.12,0,0,0,27.7
IPL2018-06562,11-04-2018,Chennai Super Kings,Lucknow Super Giants,Eliminator,Wednesday,Prime,Delhi,Star Sports,10.56,10.33,10.28,20.61,0,0,0,159.13
IPL2018-06563,22-03-2018,Kolkata Knight Riders,Royal Challengers Bangalore,League,Thursday,Late,Lucknow,DD Sports,6.8,4.646430379,7.315156398,11.96,0,0,1,57.78
IPL2018-06564,15-05-2018,Sunrisers Hyderabad,Delhi Capitals,League,Tuesday,Afternoon,Hyderabad,JioCinema,3.31,3.17,3.25,6.42,0,0,0,25.57
IPL2018-06565,18-03-2018,Chennai Super Kings,Royal Challengers Bangalore,League,Sunday,Prime,Mumbai,JioCinema,13.27,12.59,14.66,27.25,1,0,0,201.47
IPL2018-06566,30-03-2018,Chennai Super Kings,Sunrisers Hyderabad,League,Friday,Afternoon,Hyderabad,JioCinema,3.1,2.85,2.72,5.57,0,0,0,22.56
IPL2018-06567,30-04-2018,Mumbai Indians,Kolkata Knight Riders,League,Monday,Late,Lucknow,DD Sports,8.11,7.36,8.32,15.68,1,0,0,71.68
IPL2018-06568,21-03-2018,Chennai Super Kings,Sunrisers Hyderabad,Semi-Final,Wednesday,Prime,Bengaluru,DD Sports,12.99,12.62,14.41,27.03,0,0,0,236.53
IPL2018-06569,03-04-2018,Gujarat Titans,Chennai Super Kings,League,Tuesday,Prime,Chennai,JioCinema,9.05,7.8,9.26,17.06,0,0,0,106.4
IPL2018-06570,15-04-2018,Gujarat Titans,Kolkata Knight Riders,Final,Sunday,Afternoon,Delhi,Star Sports,9.87,11.69,9.66,21.35,1,0,0,130.87
IPL2018-06571,13-04-2018,Punjab Kings,Mumbai Indians,League,Friday,Afternoon,Mumbai,DD Sports,1.97,2.86,2.16,5.02,0,0,0,24.95
IPL2018-06572,03-04-2018,Lucknow Super Giants,Mumbai Indians,Qualifier,Tuesday,Late,Chennai,Star Sports,5.51,5,7.1,12.1,0,0,0,56.05
IPL2018-06573,06-05-2018,Royal Challengers Bangalore,Punjab Kings,League,Sunday,Afternoon,Jaipur,Star Sports,2.11,2.53,1.84,4.37,0,0,0,18.87
IPL2018-06574,08-05-2018,Gujarat Titans,Sunrisers Hyderabad,League,Tuesday,Afternoon,Bengaluru,Star Sports,2.09,2.53,1.92,4.45,0,0,0,19.12
IPL2018-06575,30-04-2018,Delhi Capitals,Punjab Kings,League,Monday,Prime,Jaipur,Star Sports,8.56,7.038665626,10.16178835,17.2,0,0,1,119.98
IPL2018-06576,06-04-2018,Punjab Kings,Kolkata Knight Riders,Qualifier,Friday,Late,Chennai,DD Sports,5.45,4.81,6.71,11.52,0,0,0,63.43
IPL2018-06577,19-04-2018,Royal Challengers Bangalore,Kolkata Knight Riders,Semi-Final,Thursday,Prime,Lucknow,JioCinema,13.45,12.36,13.71,26.07,0,0,0,229.84
IPL2018-06578,04-04-2018,Kolkata Knight Riders,Royal Challengers Bangalore,League,Wednesday,Late,Mumbai,Star Sports,6.82,5.22,7.06,12.28,0,0,0,56.62
IPL2018-06579,14-07-2018,Gujarat Titans,Lucknow Super Giants,League,Saturday,Afternoon,Delhi,JioCinema,2.85,3.16,2.42,5.58,0,0,0,23.53
IPL2018-06580,23-04-2018,Kolkata Knight Riders,Gujarat Titans,League,Monday,Afternoon,Delhi,JioCinema,1.98,1.86,1.64,3.5,0,0,0,16.37
IPL2018-06581,06-04-2018,Lucknow Super Giants,Sunrisers Hyderabad,League,Friday,Prime,Mumbai,DD Sports,10.76,9.36,10.53,19.89,0,0,0,124.38
IPL2018-06582,01-07-2018,Punjab Kings,Sunrisers Hyderabad,League,Sunday,Afternoon,Lucknow,Star Sports,1.96,2.01,2.84,4.85,0,0,0,22.66
IPL2018-06583,08-04-2018,Chennai Super Kings,Royal Challengers Bangalore,League,Sunday,Afternoon,Bengaluru,JioCinema,3.32,2.97,4.45,7.42,1,0,0,33
IPL2018-06584,22-04-2018,Gujarat Titans,Royal Challengers Bangalore,League,Sunday,Late,Chandigarh,Star Sports,4.86,4.47,5.31,9.78,0,0,0,36.96
IPL2018-06585,07-05-2018,Delhi Capitals,Sunrisers Hyderabad,League,Monday,Late,Mumbai,DD Sports,6.98,6.2,6.93,13.13,0,0,0,61.53
IPL2018-06586,05-04-2018,Punjab Kings,Mumbai Indians,League,Thursday,Afternoon,Hyderabad,DD Sports,1.28,3.19,0.25,3.44,0,0,0,14.75
IPL2018-06587,04-04-2018,Mumbai Indians,Lucknow Super Giants,Eliminator,Wednesday,Late,Kolkata,Star Sports,6.5,6.52,7.16,13.68,0,0,0,71.34
IPL2018-06588,13-05-2018,Chennai Super Kings,Lucknow Super Giants,League,Sunday,Prime,Mumbai,Star Sports,9.34,9.11,10.08,19.19,0,0,0,142.56
IPL2018-06589,07-05-2018,Royal Challengers Bangalore,Delhi Capitals,League,Monday,Afternoon,Mumbai,Star Sports,3.02,2.63,3.11,5.74,0,0,0,21.96
IPL2018-06590,07-05-2018,Mumbai Indians,Sunrisers Hyderabad,League,Monday,Prime,Chandigarh,DD Sports,9.49,9.88,8.93,18.81,0,0,0,151.58
IPL2018-06591,27-04-2018,Royal Challengers Bangalore,Rajasthan Royals,Eliminator,Friday,Late,Ahmedabad,JioCinema,7.21,6.86,7.52,14.38,0,0,0,67.1
